TG Number, Frequency, Tone, Alpha Tag, Description, Tag, Category, Enable
1,462562500,0,FRS 01,Channel 1,FMN,Other
2,462587500,0,FRS 02,Channel 2,FMN,Other
3,462612500,0,FRS 03,Channel 3,FMN,Other
